57 313 
33 44 1226.000000
33 45 549.000000
33 50 496.000000
33 53 651.000000
34 45 300.000000
34 47 2404.000000
34 52 724.000000
34 53 491.000000
35 38 863.000000
35 41 1445.000000
35 49 2388.000000
35 50 790.000000
35 55 689.000000
36 51 1200.000000
37 39 1242.000000
37 54 167.000000
37 57 306.000000
38 39 854.000000
38 48 2070.000000
38 53 352.000000
38 55 564.000000
38 57 554.000000
39 46 2193.000000
40 44 2241.000000
40 48 1449.000000
40 51 1274.000000
40 52 2119.000000
41 56 1509.000000
41 57 582.000000
42 53 235.000000
43 45 2144.000000
43 48 176.000000
44 48 2898.000000
44 49 2610.000000
44 56 263.000000
45 49 1864.000000
45 52 1024.000000
45 57 469.000000
46 49 721.000000
46 53 1664.000000
46 54 1045.000000
47 53 2426.000000
48 52 3146.000000
48 57 1866.000000
49 53 2035.000000
50 52 1096.000000
51 53 685.000000
51 55 181.000000
51 57 248.000000
52 55 1229.000000
52 57 1333.000000
55 56 1208.000000
56 57 1273.000000
